time,counter_status_200_prometheus_queue-master:80_queue-master,gauge_response_prometheus_queue-master:80_queue-master,scrape_duration_seconds_queue-master:80_queue-master,scrape_samples_post_metric_relabeling_queue-master:80_queue-master,scrape_samples_scraped_queue-master:80_queue-master,scrape_series_added_queue-master:80_queue-master,up_queue-master:80_queue-master
2020-05-31T12:15:39,104539.0,1.0,0.001105213,2.0,2.0,0.0,1.0
2020-05-31T12:15:44,104540.0,1.0,0.001158545,2.0,2.0,0.0,1.0
2020-05-31T12:15:49,104541.0,1.0,0.001420646,2.0,2.0,0.0,1.0
2020-05-31T12:15:54,104542.0,1.0,0.001468779,2.0,2.0,0.0,1.0
2020-05-31T12:15:59,104543.0,1.0,0.001053011,2.0,2.0,0.0,1.0
2020-05-31T12:16:04,104544.0,1.0,0.001764624,2.0,2.0,0.0,1.0
2020-05-31T12:16:09,104545.0,1.0,0.001131346,2.0,2.0,0.0,1.0
2020-05-31T12:16:14,104546.0,1.0,0.001347471,2.0,2.0,0.0,1.0
2020-05-31T12:16:19,104547.0,1.0,0.002714495,2.0,2.0,0.0,1.0
2020-05-31T12:16:24,104548.0,1.0,0.001360627,2.0,2.0,0.0,1.0
2020-05-31T12:16:29,104549.0,1.0,0.001421783,2.0,2.0,0.0,1.0
2020-05-31T12:16:34,104550.0,0.0,0.001064064,2.0,2.0,0.0,1.0
2020-05-31T12:16:39,104551.0,1.0,0.001577116,2.0,2.0,0.0,1.0
2020-05-31T12:16:44,104552.0,1.0,0.001161629,2.0,2.0,0.0,1.0
2020-05-31T12:16:49,104553.0,1.0,0.004711474,2.0,2.0,0.0,1.0
2020-05-31T12:16:54,104554.0,1.0,0.001462973,2.0,2.0,0.0,1.0
2020-05-31T12:16:59,104555.0,1.0,0.001049096,2.0,2.0,0.0,1.0
2020-05-31T12:17:04,104556.0,1.0,0.001067867,2.0,2.0,0.0,1.0
2020-05-31T12:17:09,104557.0,0.0,0.001397343,2.0,2.0,0.0,1.0
2020-05-31T12:17:14,104558.0,1.0,0.001242839,2.0,2.0,0.0,1.0
2020-05-31T12:17:19,104559.0,1.0,0.001055624,2.0,2.0,0.0,1.0
2020-05-31T12:17:24,104560.0,1.0,0.001200161,2.0,2.0,0.0,1.0
2020-05-31T12:17:29,104561.0,1.0,0.001622052,2.0,2.0,0.0,1.0
2020-05-31T12:17:34,104562.0,0.0,0.001107982,2.0,2.0,0.0,1.0
2020-05-31T12:17:39,104563.0,1.0,0.001105841,2.0,2.0,0.0,1.0
2020-05-31T12:17:44,104564.0,1.0,0.001146545,2.0,2.0,0.0,1.0
2020-05-31T12:17:49,104565.0,1.0,0.001156538,2.0,2.0,0.0,1.0
2020-05-31T12:17:54,104566.0,1.0,0.001231377,2.0,2.0,0.0,1.0
2020-05-31T12:17:59,104567.0,1.0,0.001814919,2.0,2.0,0.0,1.0
2020-05-31T12:18:04,104568.0,1.0,0.001537492,2.0,2.0,0.0,1.0
2020-05-31T12:18:09,104569.0,1.0,0.00120249,2.0,2.0,0.0,1.0
2020-05-31T12:18:14,104570.0,0.0,0.001675792,2.0,2.0,0.0,1.0
2020-05-31T12:18:19,104571.0,1.0,0.00146154,2.0,2.0,0.0,1.0
2020-05-31T12:18:24,104572.0,1.0,0.001045359,2.0,2.0,0.0,1.0
2020-05-31T12:18:29,104573.0,1.0,0.000980137,2.0,2.0,0.0,1.0
2020-05-31T12:18:34,104574.0,1.0,0.001422401,2.0,2.0,0.0,1.0
2020-05-31T12:18:39,104575.0,1.0,0.000983579,2.0,2.0,0.0,1.0
2020-05-31T12:18:44,104576.0,1.0,0.001215909,2.0,2.0,0.0,1.0
2020-05-31T12:18:49,104577.0,1.0,0.001340919,2.0,2.0,0.0,1.0
2020-05-31T12:18:54,104578.0,1.0,0.001088941,2.0,2.0,0.0,1.0
2020-05-31T12:18:59,104579.0,1.0,0.001713352,2.0,2.0,0.0,1.0
2020-05-31T12:19:04,104580.0,1.0,0.001302271,2.0,2.0,0.0,1.0
2020-05-31T12:19:09,104581.0,1.0,0.000994453,2.0,2.0,0.0,1.0
2020-05-31T12:19:14,104582.0,1.0,0.001080229,2.0,2.0,0.0,1.0
2020-05-31T12:19:19,104583.0,1.0,0.001539821,2.0,2.0,0.0,1.0
2020-05-31T12:19:24,104584.0,1.0,0.001420278,2.0,2.0,0.0,1.0
2020-05-31T12:19:29,104585.0,1.0,0.00124896,2.0,2.0,0.0,1.0
2020-05-31T12:19:34,104586.0,1.0,0.001000695,2.0,2.0,0.0,1.0
2020-05-31T12:19:39,104587.0,1.0,0.001139187,2.0,2.0,0.0,1.0
2020-05-31T12:19:44,104588.0,1.0,0.001279462,2.0,2.0,0.0,1.0
2020-05-31T12:19:49,104589.0,1.0,0.001132003,2.0,2.0,0.0,1.0
2020-05-31T12:19:54,104590.0,1.0,0.001167895,2.0,2.0,0.0,1.0
2020-05-31T12:19:59,104591.0,1.0,0.002677583,2.0,2.0,0.0,1.0
2020-05-31T12:20:04,104592.0,1.0,0.003053688,2.0,2.0,0.0,1.0
2020-05-31T12:20:09,104593.0,1.0,0.001036552,2.0,2.0,0.0,1.0
2020-05-31T12:20:14,104594.0,1.0,0.001331647,2.0,2.0,0.0,1.0
2020-05-31T12:20:19,104595.0,0.0,0.001136585,2.0,2.0,0.0,1.0
2020-05-31T12:20:24,104596.0,1.0,0.001019299,2.0,2.0,0.0,1.0
2020-05-31T12:20:29,104597.0,1.0,0.001158704,2.0,2.0,0.0,1.0
2020-05-31T12:20:34,104598.0,1.0,0.001054736,2.0,2.0,0.0,1.0
2020-05-31T12:20:39,104599.0,1.0,0.00107731,2.0,2.0,0.0,1.0
2020-05-31T12:20:44,104600.0,0.0,0.001597321,2.0,2.0,0.0,1.0
2020-05-31T12:20:49,104601.0,0.0,0.00140211,2.0,2.0,0.0,1.0
2020-05-31T12:20:54,104602.0,1.0,0.001269513,2.0,2.0,0.0,1.0
2020-05-31T12:20:59,104603.0,1.0,0.001342019,2.0,2.0,0.0,1.0
2020-05-31T12:21:04,104604.0,1.0,0.00133053,2.0,2.0,0.0,1.0
2020-05-31T12:21:09,104605.0,1.0,0.001060254,2.0,2.0,0.0,1.0
2020-05-31T12:21:14,104606.0,1.0,0.003114409,2.0,2.0,0.0,1.0
2020-05-31T12:21:19,104607.0,1.0,0.001238081,2.0,2.0,0.0,1.0
2020-05-31T12:21:24,104608.0,1.0,0.001175741,2.0,2.0,0.0,1.0
2020-05-31T12:21:29,104609.0,1.0,0.001357952,2.0,2.0,0.0,1.0
2020-05-31T12:21:34,104610.0,1.0,0.001284151,2.0,2.0,0.0,1.0
2020-05-31T12:21:39,104611.0,1.0,0.001040036,2.0,2.0,0.0,1.0
2020-05-31T12:21:44,104612.0,1.0,0.001464029,2.0,2.0,0.0,1.0
2020-05-31T12:21:49,104613.0,1.0,0.00154474,2.0,2.0,0.0,1.0
2020-05-31T12:21:54,104614.0,1.0,0.001502548,2.0,2.0,0.0,1.0
2020-05-31T12:21:59,104615.0,3.0,0.002286206,2.0,2.0,0.0,1.0
2020-05-31T12:22:04,104616.0,1.0,0.00124298,2.0,2.0,0.0,1.0
2020-05-31T12:22:09,104617.0,1.0,0.001078323,2.0,2.0,0.0,1.0
2020-05-31T12:22:14,104618.0,1.0,0.001229654,2.0,2.0,0.0,1.0
2020-05-31T12:22:19,104619.0,1.0,0.001502073,2.0,2.0,0.0,1.0
2020-05-31T12:22:24,104620.0,1.0,0.001751277,2.0,2.0,0.0,1.0
2020-05-31T12:22:29,104621.0,1.0,0.001089933,2.0,2.0,0.0,1.0
2020-05-31T12:22:34,104622.0,1.0,0.000945318,2.0,2.0,0.0,1.0
2020-05-31T12:22:39,104623.0,0.0,0.001617137,2.0,2.0,0.0,1.0
2020-05-31T12:22:44,104624.0,1.0,0.001259629,2.0,2.0,0.0,1.0
2020-05-31T12:22:49,104625.0,1.0,0.001226679,2.0,2.0,0.0,1.0
2020-05-31T12:22:54,104626.0,1.0,0.001250561,2.0,2.0,0.0,1.0
2020-05-31T12:22:59,104627.0,1.0,0.001303183,2.0,2.0,0.0,1.0
2020-05-31T12:23:04,104628.0,0.0,0.000941149,2.0,2.0,0.0,1.0
2020-05-31T12:23:09,104629.0,0.0,0.002502668,2.0,2.0,0.0,1.0
2020-05-31T12:23:14,104630.0,1.0,0.001276613,2.0,2.0,0.0,1.0
2020-05-31T12:23:19,104631.0,1.0,0.001491384,2.0,2.0,0.0,1.0
2020-05-31T12:23:24,104632.0,1.0,0.001392171,2.0,2.0,0.0,1.0
2020-05-31T12:23:29,104633.0,1.0,0.001247267,2.0,2.0,0.0,1.0
2020-05-31T12:23:34,104634.0,1.0,0.001241516,2.0,2.0,0.0,1.0
2020-05-31T12:23:39,104635.0,1.0,0.001484335,2.0,2.0,0.0,1.0
2020-05-31T12:23:44,104636.0,0.0,0.00158648,2.0,2.0,0.0,1.0
2020-05-31T12:23:49,104637.0,1.0,0.001353074,2.0,2.0,0.0,1.0
2020-05-31T12:23:54,104638.0,2.0,0.001315781,2.0,2.0,0.0,1.0
2020-05-31T12:23:59,104639.0,1.0,0.001457172,2.0,2.0,0.0,1.0
2020-05-31T12:24:04,104640.0,1.0,0.001179282,2.0,2.0,0.0,1.0
2020-05-31T12:24:09,104641.0,0.0,0.001259267,2.0,2.0,0.0,1.0
2020-05-31T12:24:14,104642.0,1.0,0.001733811,2.0,2.0,0.0,1.0
2020-05-31T12:24:19,104643.0,1.0,0.00143215,2.0,2.0,0.0,1.0
2020-05-31T12:24:24,104644.0,1.0,0.00138121,2.0,2.0,0.0,1.0
2020-05-31T12:24:29,104645.0,1.0,0.001509679,2.0,2.0,0.0,1.0
2020-05-31T12:24:34,104646.0,1.0,0.001047652,2.0,2.0,0.0,1.0
2020-05-31T12:24:39,104647.0,1.0,0.001606675,2.0,2.0,0.0,1.0
2020-05-31T12:24:44,104648.0,1.0,0.001167431,2.0,2.0,0.0,1.0
2020-05-31T12:24:49,104649.0,1.0,0.001422464,2.0,2.0,0.0,1.0
2020-05-31T12:24:54,104650.0,1.0,0.001183459,2.0,2.0,0.0,1.0
2020-05-31T12:24:59,104651.0,0.0,0.001406932,2.0,2.0,0.0,1.0
2020-05-31T12:25:04,104652.0,0.0,0.001175522,2.0,2.0,0.0,1.0
2020-05-31T12:25:09,104653.0,1.0,0.00126389,2.0,2.0,0.0,1.0
2020-05-31T12:25:14,104654.0,1.0,0.001461662,2.0,2.0,0.0,1.0
2020-05-31T12:25:19,104655.0,1.0,0.001407709,2.0,2.0,0.0,1.0
2020-05-31T12:25:24,104656.0,1.0,0.001152313,2.0,2.0,0.0,1.0
2020-05-31T12:25:29,104657.0,1.0,0.001140837,2.0,2.0,0.0,1.0
2020-05-31T12:25:34,104658.0,1.0,0.001271215,2.0,2.0,0.0,1.0
2020-05-31T12:25:39,104659.0,1.0,0.001132336,2.0,2.0,0.0,1.0
2020-05-31T12:25:44,104660.0,1.0,0.001268669,2.0,2.0,0.0,1.0
2020-05-31T12:25:49,104661.0,1.0,0.001102159,2.0,2.0,0.0,1.0
2020-05-31T12:25:54,104662.0,1.0,0.001201854,2.0,2.0,0.0,1.0
2020-05-31T12:25:59,104663.0,1.0,0.001002828,2.0,2.0,0.0,1.0
2020-05-31T12:26:04,104664.0,1.0,0.001180879,2.0,2.0,0.0,1.0
2020-05-31T12:26:09,104665.0,1.0,0.001465425,2.0,2.0,0.0,1.0
2020-05-31T12:26:14,104666.0,1.0,0.002334889,2.0,2.0,0.0,1.0
2020-05-31T12:26:19,104667.0,1.0,0.001607686,2.0,2.0,0.0,1.0
2020-05-31T12:26:24,104668.0,1.0,0.001739679,2.0,2.0,0.0,1.0
2020-05-31T12:26:29,104669.0,1.0,0.002350963,2.0,2.0,0.0,1.0
2020-05-31T12:26:34,104670.0,1.0,0.001148673,2.0,2.0,0.0,1.0
2020-05-31T12:26:39,104671.0,1.0,0.001232824,2.0,2.0,0.0,1.0
2020-05-31T12:26:44,104672.0,1.0,0.001248652,2.0,2.0,0.0,1.0
2020-05-31T12:26:49,104673.0,1.0,0.001803505,2.0,2.0,0.0,1.0
2020-05-31T12:26:54,104674.0,1.0,0.001606163,2.0,2.0,0.0,1.0
2020-05-31T12:26:59,104675.0,0.0,0.001486053,2.0,2.0,0.0,1.0
2020-05-31T12:27:04,104676.0,1.0,0.001738231,2.0,2.0,0.0,1.0
2020-05-31T12:27:09,104677.0,1.0,0.001173934,2.0,2.0,0.0,1.0
2020-05-31T12:27:14,104678.0,2.0,0.001736449,2.0,2.0,0.0,1.0
2020-05-31T12:27:19,104679.0,1.0,0.001322659,2.0,2.0,0.0,1.0
2020-05-31T12:27:24,104680.0,1.0,0.001655603,2.0,2.0,0.0,1.0
2020-05-31T12:27:29,104681.0,1.0,0.002579432,2.0,2.0,0.0,1.0
2020-05-31T12:27:34,104682.0,2.0,0.001417921,2.0,2.0,0.0,1.0
2020-05-31T12:27:39,104683.0,0.0,0.001444876,2.0,2.0,0.0,1.0
