time,counter_status_200_prometheus_queue-master:80_queue-master,gauge_response_prometheus_queue-master:80_queue-master,scrape_duration_seconds_queue-master:80_queue-master,scrape_samples_post_metric_relabeling_queue-master:80_queue-master,scrape_samples_scraped_queue-master:80_queue-master,scrape_series_added_queue-master:80_queue-master,up_queue-master:80_queue-master
2020-05-31T18:36:22,110715.0,1.0,0.002080533,2.0,2.0,0.0,1.0
2020-05-31T18:36:23,110715.0,1.0,0.001004774,2.0,2.0,0.0,1.0
2020-05-31T18:36:24,110720.0,1.0,0.001343301,2.0,2.0,0.0,1.0
2020-05-31T18:36:25,110720.0,1.0,0.001023322,2.0,2.0,0.0,1.0
2020-05-31T18:36:26,110720.0,1.0,0.001223733,2.0,2.0,0.0,1.0
2020-05-31T18:36:27,110720.0,1.0,0.001484588,2.0,2.0,0.0,1.0
2020-05-31T18:36:28,110720.0,1.0,0.000937244,2.0,2.0,0.0,1.0
2020-05-31T18:36:29,110725.0,1.0,0.00120067,2.0,2.0,0.0,1.0
2020-05-31T18:36:30,110725.0,1.0,0.001285151,2.0,2.0,0.0,1.0
2020-05-31T18:36:31,110725.0,1.0,0.001499959,2.0,2.0,0.0,1.0
2020-05-31T18:36:32,110725.0,1.0,0.001009451,2.0,2.0,0.0,1.0
2020-05-31T18:36:33,110725.0,1.0,0.001117224,2.0,2.0,0.0,1.0
2020-05-31T18:36:34,110730.0,1.0,0.001419283,2.0,2.0,0.0,1.0
2020-05-31T18:36:35,110730.0,1.0,0.001038626,2.0,2.0,0.0,1.0
2020-05-31T18:36:36,110730.0,1.0,0.001081682,2.0,2.0,0.0,1.0
2020-05-31T18:36:37,110730.0,1.0,0.000991406,2.0,2.0,0.0,1.0
2020-05-31T18:36:38,110730.0,1.0,0.001190095,2.0,2.0,0.0,1.0
2020-05-31T18:36:39,110735.0,1.0,0.001048851,2.0,2.0,0.0,1.0
2020-05-31T18:36:40,110735.0,1.0,0.001098327,2.0,2.0,0.0,1.0
2020-05-31T18:36:41,110735.0,1.0,0.000919388,2.0,2.0,0.0,1.0
2020-05-31T18:36:42,110735.0,1.0,0.0010394,2.0,2.0,0.0,1.0
2020-05-31T18:36:43,110735.0,1.0,0.001079466,2.0,2.0,0.0,1.0
2020-05-31T18:36:44,110740.0,1.0,0.000909417,2.0,2.0,0.0,1.0
2020-05-31T18:36:45,110740.0,1.0,0.001046493,2.0,2.0,0.0,1.0
2020-05-31T18:36:46,110740.0,1.0,0.001096844,2.0,2.0,0.0,1.0
2020-05-31T18:36:47,110740.0,1.0,0.000976936,2.0,2.0,0.0,1.0
2020-05-31T18:36:48,110740.0,1.0,0.000914268,2.0,2.0,0.0,1.0
2020-05-31T18:36:49,110745.0,1.0,0.000865686,2.0,2.0,0.0,1.0
2020-05-31T18:36:50,110745.0,1.0,0.001057826,2.0,2.0,0.0,1.0
2020-05-31T18:36:51,110745.0,1.0,0.001055328,2.0,2.0,0.0,1.0
2020-05-31T18:36:52,110745.0,1.0,0.001208735,2.0,2.0,0.0,1.0
2020-05-31T18:36:53,110745.0,1.0,0.00105602,2.0,2.0,0.0,1.0
2020-05-31T18:36:54,110750.0,1.0,0.000985988,2.0,2.0,0.0,1.0
2020-05-31T18:36:55,110750.0,1.0,0.001376083,2.0,2.0,0.0,1.0
2020-05-31T18:36:56,110750.0,1.0,0.00096693,2.0,2.0,0.0,1.0
2020-05-31T18:36:57,110750.0,1.0,0.00123752,2.0,2.0,0.0,1.0
2020-05-31T18:36:58,110750.0,1.0,0.001747779,2.0,2.0,0.0,1.0
2020-05-31T18:36:59,110755.0,1.0,0.001082176,2.0,2.0,0.0,1.0
2020-05-31T18:37:00,110755.0,1.0,0.001011103,2.0,2.0,0.0,1.0
2020-05-31T18:37:01,110755.0,1.0,0.001311596,2.0,2.0,0.0,1.0
2020-05-31T18:37:02,110755.0,1.0,0.000943358,2.0,2.0,0.0,1.0
2020-05-31T18:37:03,110755.0,1.0,0.001231948,2.0,2.0,0.0,1.0
2020-05-31T18:37:04,110760.0,1.0,0.000932017,2.0,2.0,0.0,1.0
2020-05-31T18:37:05,110760.0,0.0,0.001040841,2.0,2.0,0.0,1.0
2020-05-31T18:37:06,110760.0,0.0,0.001725722,2.0,2.0,0.0,1.0
2020-05-31T18:37:07,110760.0,0.0,0.001190997,2.0,2.0,0.0,1.0
